0,0
0.1,-0.1
0.2,-0.2
0.3,-0.3
0.4,-0.4
0.5,-0.5
0.6,-0.6
0.7,-0.7
0.8,-0.8
0.9,-0.9
1,-1
0.1,0.1
0.2,0
0.3,-0.1
0.4,-0.2
0.5,-0.3
0.6,-0.4
0.7,-0.5
0.8,-0.6
0.9,-0.7
1,-0.8
1.1,-0.9
0.2,0.2
0.3,0.1
0.4,0
0.5,-0.1
0.6,-0.2
0.7,-0.3
0.8,-0.4
0.9,-0.5
1,-0.6
1.1,-0.7
1.2,-0.8
0.3,0.3
0.4,0.2
0.5,0.1
0.6,0
0.7,-0.1
0.8,-0.2
0.9,-0.3
1,-0.4
1.1,-0.5
1.2,-0.6
1.3,-0.7
0.4,0.4
0.5,0.3
0.6,0.2
0.7,0.1
0.8,0
0.9,-0.1
1,-0.2
1.1,-0.3
1.2,-0.4
1.3,-0.5
1.4,-0.6
0.5,0.5
0.6,0.4
0.7,0.3
0.8,0.2
0.9,0.1
1,0
1.1,-0.1
1.2,-0.2
1.3,-0.3
1.4,-0.4
1.5,-0.5
0.6,0.6
0.7,0.5
0.8,0.4
0.9,0.3
1,0.2
1.1,0.1
1.2,0
1.3,-0.1
1.4,-0.2
1.5,-0.3
1.6,-0.4
0.7,0.7
0.8,0.6
0.9,0.5
1,0.4
1.1,0.3
1.2,0.2
1.3,0.1
1.4,0
1.5,-0.1
1.6,-0.2
1.7,-0.3
0.8,0.8
0.9,0.7
1,0.6
1.1,0.5
1.2,0.4
1.3,0.3
1.4,0.2
1.5,0.1
1.6,0
1.7,-0.1
1.8,-0.2
0.9,0.9
1,0.8
1.1,0.7
1.2,0.6
1.3,0.5
1.4,0.4
1.5,0.3
1.6,0.2
1.7,0.1
1.8,0
1.9,-0.1
1,1
1.1,0.9
1.2,0.8
1.3,0.7
1.4,0.6
1.5,0.5
1.6,0.4
1.7,0.3
1.8,0.2
1.9,0.1
2,0
0.26511,-0.12899
1.5575,-0.39647
1.5264,-0.2716
1.1077,0.24565
0.69596,-0.61039
1.0373,0.79137
0.22473,-0.18004
0.77111,-0.63766
1.0567,-0.46218
1.6907,-0.27062
0.18078,-0.036863
0.65051,-0.13642
0.49293,0.26136
0.8938,-0.85977
1.821,0.093296
1.243,-0.70559
0.85464,0.6483
1.4322,0.20992
0.94938,0.87944
1.6638,-0.24137
1.3763,-0.25012
0.81334,0.27021
1.5102,-0.2968
0.57212,0.5601
1.1619,0.084911
0.85442,0.42352
1.4315,-0.12728
0.94789,-0.10103
0.9618,-0.74651
1.7774,0.20838
1.0239,-0.05908
0.91202,0.9039
0.87875,-0.65386
0.93127,0.43669
1.5026,0.17169
0.34255,0.12479
0.30258,0.1903
1.0005,0.65269
0.48895,0.050091
0.94388,0.44013
0.61122,-0.42359
0.44318,0.19808
0.72429,0.62161
0.99215,-0.2696
1.1063,-0.10856
0.67864,0.52437
1.061,0.14666
1.4914,0.49729
0.99733,-0.24544
1.3206,0.49969
0.84827,0.35666
1.6783,-0.059541
0.91477,-0.29108
1.0349,-0.29068
1.0758,0.23791
0.94301,0.022146
1.7758,-0.10241
1.1601,0.17461
1.4009,0.43604
1.0426,-0.47916
1.4672,0.14747
1.3742,-0.52992
0.73107,0.62923
1.3941,-0.0703
1.5299,0.34451
1.3035,0.64016
0.64537,0.62967
0.48256,-0.11257
1.179,-0.80848
1.117,0.20391
0.74918,0.12741
1.5833,-0.27799
1.3388,0.36652
1.04,0.5889
0.8416,-0.23343
0.55256,0.33648
0.91102,0.67382
0.70332,0.41008
1.0414,0.75635
1.4217,0.3478
1.0264,0.48098
0.96461,-0.80834
0.23424,-0.13874
0.2874,0.25879
0.49256,0.27314
0.98384,-0.85557
